"path","before","after","backup"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\using-superpowers\SKILL.md","316E29381219ADF0CAC62190C67AEABF427D6E6E5F2735541D502B3D339BE7AA","C09495801FCFF7FE61794B4AF2D849E11133EC4540589E66DD2F3942FE952A5B","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\316E29381219ADF0CAC62190C67AEABF427D6E6E5F2735541D502B3D339BE7AA.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\writing-plans\SKILL.md","4FD4627D2C02367879C0307D7249270BED633317FF9BE82E926A6D57BF5D331B","8569EE16F2F3731129F5298B9354FEABEBE3BDF80F437006170A5E40FB66A847","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\4FD4627D2C02367879C0307D7249270BED633317FF9BE82E926A6D57BF5D331B.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\AGENTS.md","B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27","387A6DAB4BEF575A9D61663B8CE4F509C98E6761429019C4E00CF3417DFCD128","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27.txt"
"C:\Users\Junior\Documents\Codex\2026-08-30\inv\work\AGENTS.md","B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27","387A6DAB4BEF575A9D61663B8CE4F509C98E6761429019C4E00CF3417DFCD128","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\B6609DB1F16395533287A538EF3AD4C5F4FFC7ACF1CD301272180C90B477EE27.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\superpowers\11c74d6b\skills\brainstorming\SKILL.md","4625FBFAAFB229D41364B77A3591F9559E0D9D73AB0ED3589BB8E3C63F0CB734","3FFB47986AAD30B956EA7369209604C71907AF4ABC0E8C264C64C0F93C7A51C8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\4625FBFAAFB229D41364B77A3591F9559E0D9D73AB0ED3589BB8E3C63F0CB734.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\superpowers\11c74d6b\skills\verification-before-completion\SKILL.md","C35AC975D145F74D9F3668C1B035A3754D3C0F4EDB491CC80A6A0265CFDF7749","AA9EE8ECB0359C0E5724A0D2459BCFB7812BB1F22BEEDC453B80446EEDD67689","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\C35AC975D145F74D9F3668C1B035A3754D3C0F4EDB491CC80A6A0265CFDF7749.txt"
"C:\Users\Junior\.codex\superpowers\skills\brainstorming\SKILL.md","BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90","3FFB47986AAD30B956EA7369209604C71907AF4ABC0E8C264C64C0F93C7A51C8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90.txt"
"C:\Users\Junior\.codex\superpowers\skills\verification-before-completion\SKILL.md","EA52D15AABAF72BC6B558EFE2C126F161B53961090DDCD712000273BFE8C7B6C","AA9EE8ECB0359C0E5724A0D2459BCFB7812BB1F22BEEDC453B80446EEDD67689","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EA52D15AABAF72BC6B558EFE2C126F161B53961090DDCD712000273BFE8C7B6C.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\brainstorming\SKILL.md","74EDF03EA6D24EF53DB48677B93558D14A979BDF052CA3F57ECDCA0C66791608","3FFB47986AAD30B956EA7369209604C71907AF4ABC0E8C264C64C0F93C7A51C8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\74EDF03EA6D24EF53DB48677B93558D14A979BDF052CA3F57ECDCA0C66791608.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\superpowers\6.3.0\skills\verification-before-completion\SKILL.md","2BEFE7FC55BCADAA3D97DD9E8EFEB633D2561C0EBE74C5A8B17C4D9E7E4520B3","AA9EE8ECB0359C0E5724A0D2459BCFB7812BB1F22BEEDC453B80446EEDD67689","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\2BEFE7FC55BCADAA3D97DD9E8EFEB633D2561C0EBE74C5A8B17C4D9E7E4520B3.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\.agents\skills\brainstorming\SKILL.md","BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90","3FFB47986AAD30B956EA7369209604C71907AF4ABC0E8C264C64C0F93C7A51C8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90.txt"
"C:\Users\Junior\Documents\0 - Dev\hub\.agents\skills\brainstorming\SKILL.md","BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90","3FFB47986AAD30B956EA7369209604C71907AF4ABC0E8C264C64C0F93C7A51C8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\BBA47904A7F6BBEE3BF8A107EBBE84E65D392BE683BBB898DED736B29E415F90.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\github\11c74d6b\skills\gh-fix-ci\SKILL.md","DABCC2A34DD5F1271E4FFDED65B8C65CE53E84B98560B6E9CEAFFCF1C50FC120","AC6BE23B6DA8D5EDA3E5B70431638408F857806F9F5A49A5A5FAB445F4EE748C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\DABCC2A34DD5F1271E4FFDED65B8C65CE53E84B98560B6E9CEAFFCF1C50FC120.txt"
"C:\Users\Junior\Documents\0 - Dev\Hub Imports\AGENTS.md","0341931B099E4E67EB3D0AA188CE72BC155E49DC113FF6958CB7864C06C26DAE","2BAD42918A7C3EDFAD2B68120B23E86A2D90311E7A5F039586D187DF96C841D5","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\0341931B099E4E67EB3D0AA188CE72BC155E49DC113FF6958CB7864C06C26DAE.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\neon-postgres\2.0.0\skills\neon-ai-gateway\SKILL.md","5F7B7D3F9490FDA3D3E78ADE52F8DF053A0F0CE9FAD38D6F17D47C5D92BA4CE4","53B6FBF2CE328A4ADB1D07F8095B2522126B35BA767975BED7197665CF758B86","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\5F7B7D3F9490FDA3D3E78ADE52F8DF053A0F0CE9FAD38D6F17D47C5D92BA4CE4.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\neon-postgres\2.0.0\skills\neon-functions\SKILL.md","92B3A6A025885D45B7976E9D4338EA98712E091AFAC5309AA59BA9C9771706FA","793B988C9F17ABAFCF1F49994A5B49D1CCB46AB4BCA89ACD5BDA050B96AC05AC","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\92B3A6A025885D45B7976E9D4338EA98712E091AFAC5309AA59BA9C9771706FA.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\neon-postgres\2.0.0\skills\neon-object-storage\SKILL.md","1D3D9F662B6CAAFB640D45583A1505EC7433ED4BA6BA5C61E1765AA7C16C03A9","5DDD6E95A2BEAFD7EAEA3C17A47020512949172A788301C9335E6B6A934ED05B","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1D3D9F662B6CAAFB640D45583A1505EC7433ED4BA6BA5C61E1765AA7C16C03A9.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\neon-postgres\2.0.0\skills\neon\SKILL.md","9540789AF742962ECAB2626A73434B8F906F99CEC02F2E152791535EE89705F1","B394F411AC1077914465885DD140BD7179500E5838BBFFEFEF5FF9F4E219B78E","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\9540789AF742962ECAB2626A73434B8F906F99CEC02F2E152791535EE89705F1.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\auth\SKILL.md","22F46358AEB87CADDDE759176073AEA63DAB402930ADA7250741068A67318E3F","2ACFAF53DDF98F8A207A2724D7E84ACE85B9B16C043016B742730D7A4DA098CE","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\22F46358AEB87CADDDE759176073AEA63DAB402930ADA7250741068A67318E3F.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\payments\SKILL.md","102127FCCFEF4A019E3944FD719F75DCE1AD60237D0996EA0AA216636981CCE4","6A4D17F482FDC77F1C292BD5D197465439DEE58243626B953D362C7EFE2C5D41","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\102127FCCFEF4A019E3944FD719F75DCE1AD60237D0996EA0AA216636981CCE4.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\auth\SKILL.md","D292766F2D581A9A5AC73621DBDA541361DEB4A55D530CB60451F880A65B4604","A5C03DF8A3838BDE49F4CCE63A2CE1858FB73EECA8DC9F9625954E4F46812BA3","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\D292766F2D581A9A5AC73621DBDA541361DEB4A55D530CB60451F880A65B4604.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\payments\SKILL.md","E26A3FAB1D430F0FABFB909420CBC07ECC678D10D29952497BBBB5205EC60E93","461F0CBC75B1ABBA52DACBD9121773F949BA9EB07D5303FB076D44D6A2735E4B","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\E26A3FAB1D430F0FABFB909420CBC07ECC678D10D29952497BBBB5205EC60E93.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\neon\1.1.2\skills\neon-ai-gateway\SKILL.md","5050589667F69A362B2E66238286D5A9B6FB721C1C5D5EDF99A9455865B6F998","AE87B94FD00956CDBED98AD0E060C54890029813327A9B60E1760B0372FAD012","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\5050589667F69A362B2E66238286D5A9B6FB721C1C5D5EDF99A9455865B6F998.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\neon\1.1.2\skills\neon-functions\SKILL.md","12E040349FB88DCC05BC6A574A8B4CA430261C507C8B03398C6B510D0A5911F8","46F63E3DBA621A4720FDC25DA444C48A6D49540E99807E46BE20E74841A737EE","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\12E040349FB88DCC05BC6A574A8B4CA430261C507C8B03398C6B510D0A5911F8.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\neon\1.1.2\skills\neon-object-storage\SKILL.md","684BD263963AA570D4010C3E9717E035AD386BD7C0D39620080FEC26341FC738","12D46FC1230EF8540BA9EDD3F907929500DA3173BC55B42C2B437CBE461F138D","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\684BD263963AA570D4010C3E9717E035AD386BD7C0D39620080FEC26341FC738.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\neon\1.1.2\skills\neon\SKILL.md","70E72A901CE4E62EF39D5861978392308E7F3F235EC09556B51F676AB6E0987A","807A45BC2AD17354CC77259E43C0C69975408B99857E01050E92706E4ACD29ED","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\70E72A901CE4E62EF39D5861978392308E7F3F235EC09556B51F676AB6E0987A.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\auth\SKILL.md","B6B9C4B0C9C214F718EEF37246E0416A44E52F9FBBA11C777892E90AF3300F8F","6B8A032E102D36070C96F6E3694569532BBE3CB604A620DCBFE054FC7D652AEB","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\B6B9C4B0C9C214F718EEF37246E0416A44E52F9FBBA11C777892E90AF3300F8F.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\verification\SKILL.md","8BAF446B9CC0894C85D8D79484EF8C72D03E8A6CAC6F6BD20F672DA708C929C9","488AACDFAA1C06542D941DDB5884ABBA0DB54282A1295EBBC7BF421FD8D4F00D","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\8BAF446B9CC0894C85D8D79484EF8C72D03E8A6CAC6F6BD20F672DA708C929C9.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\verification\SKILL.md","61CD8B14A1869591A8026B30B57005C5BD9159A474129D61E8B67048D088E87A","1461F3C3431D98CF4C5378075B6A3EBF5A258B5E9D42CB775A274579D6CDBFA8","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\61CD8B14A1869591A8026B30B57005C5BD9159A474129D61E8B67048D088E87A.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\verification\SKILL.md","1C9CDB2B04C479A94ADA1994D4EF1C216ACACBA5FCEE4959B40ECA11A05E8070","E2B15EEF9B554771F9A2D0354F8E946A471A3C0E16B60764BA669117EF573E3E","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1C9CDB2B04C479A94ADA1994D4EF1C216ACACBA5FCEE4959B40ECA11A05E8070.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\agent-browser-verify\SKILL.md","DDBA077D6C07D6B5CCE7AA8FB8B2C56E043CD561D70F20F096B7422DD44A1EE6","D0AFCA198E5ABA5A0C88F24F6B5440EA669AA22337E1300841469FF4366BF059","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\DDBA077D6C07D6B5CCE7AA8FB8B2C56E043CD561D70F20F096B7422DD44A1EE6.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\agent-browser\SKILL.md","268FEB796ACE9927D54310FFDA8F72BAC63CD1C0D88A0506294BEAB6472A611B","1C80F499467EB84559DEB5683E21CD66F062952C3676D4EB3DF88637BD33BCDD","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\268FEB796ACE9927D54310FFDA8F72BAC63CD1C0D88A0506294BEAB6472A611B.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\agent-browser-verify\SKILL.md","51E0C58EB6FDED833FACCC44CE1F5161DB78DBAEFAA8AF16187F3DFBC6AEC26B","C4503DA46F2183BFB7CBE70506F099655D7F8546CEFA4D46F2E1D49470765F1A","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\51E0C58EB6FDED833FACCC44CE1F5161DB78DBAEFAA8AF16187F3DFBC6AEC26B.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\agent-browser\SKILL.md","FB2F5649EA808479A50F3F25DE36DE1ED55CDFAE3971A45C79C29ADA042D8A4C","1D73CBBC0C1E1AC225AED261120CC9191C83983B5129E4BE86BC3E17382AF77C","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\FB2F5649EA808479A50F3F25DE36DE1ED55CDFAE3971A45C79C29ADA042D8A4C.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-bundled\visualize\1.0.29\skills\visualize\SKILL.md","25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008","B0486C779A6A7630A30955B22BCBC2D6CC788D7E89F642418ACBECD300ED81E9","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\25F8B5C2C882F26C65DED05D0485984FCBC07C13F0363ABFC3B3A9704D997008.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\investigation-mode\SKILL.md","7FB010F9716E7C8F814976263A6AC5B64F1E266A9B3D71B0559FCE015D93A86A","6AAA70AB8CEE75D78ED232D3CBF5304B87145E10251E9CC6FAA9A912217559C4","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\7FB010F9716E7C8F814976263A6AC5B64F1E266A9B3D71B0559FCE015D93A86A.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\observability\SKILL.md","EC9869BAF54D7AAA65E34685DEAB4C855C23B2E65A9ED987BA2E9CE2EE0D4C48","EF0EB7675166EA2809B12A4C8813C9778D770F9C6A93221412B66C9C289282EB","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EC9869BAF54D7AAA65E34685DEAB4C855C23B2E65A9ED987BA2E9CE2EE0D4C48.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\investigation-mode\SKILL.md","59D9DD4660FC1C10750EC511DECB8564AB0343F9B52FAA0948BFB2F522DEACFA","A9781F0B3F7ECA448EC2D958626FF72D7CA3FCB90685EB321B2444D85E8B14AC","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\59D9DD4660FC1C10750EC511DECB8564AB0343F9B52FAA0948BFB2F522DEACFA.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\observability\SKILL.md","1EEF5A68BE48543A3527B968E9C9C20458F1951141D23F67C6A84970FB69D5B5","3F8E8466F093356DA01DCB35956DE1CB520D0B9816F122383577325EFB836299","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1EEF5A68BE48543A3527B968E9C9C20458F1951141D23F67C6A84970FB69D5B5.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\ai-sdk\SKILL.md","787895E07E49C8686AD12B5017BC7F5160FA88863C2739A98976B540F709E2B5","CD0F796E93D6AD8404910E8CF6446AF45A15D3C6BC57AD373515102E7E3F3E44","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\787895E07E49C8686AD12B5017BC7F5160FA88863C2739A98976B540F709E2B5.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\ai-sdk\SKILL.md","3778B957FD0AFFCD032BCD4CC6F5313C5086789EA20E95D12D32B34D8D571D78","5409FD83D7E6B27C7E865A3E196BAC977B661820F8D91242D09DACADE72D4411","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\3778B957FD0AFFCD032BCD4CC6F5313C5086789EA20E95D12D32B34D8D571D78.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\ai-sdk\SKILL.md","255C0F4BD83A3A6092B31B887E7F42026EED1AEE14BF9D8CF63083D0058BD116","EF1174151FA6EA903912C97952BA6D8620BBEDD3563D720A4BC5A6DDB6AFBA30","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\255C0F4BD83A3A6092B31B887E7F42026EED1AEE14BF9D8CF63083D0058BD116.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\vercel\0.45.1\skills\ai-sdk\upstream\SKILL.md","07E3AC5F423104015BB6E324D9840C61F9DF52542AD6F3141DE0A419D8AEFD2F","A3DE72234A25A50199DBFCAE33A86451324213BB54A78D32D866BC1DE9AB92D7","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\07E3AC5F423104015BB6E324D9840C61F9DF52542AD6F3141DE0A419D8AEFD2F.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\vercel\0.21.4\skills\ai-elements\SKILL.md","47AE062A3CA7DC004F667591B39998D650A0CD0D909FE3A06CA6BB9A9F685567","585B9EA8C6B676B977AB4B0B3AC60E143F2364C2134216EC02B31CDC5222935D","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\47AE062A3CA7DC004F667591B39998D650A0CD0D909FE3A06CA6BB9A9F685567.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated\vercel\11c74d6b\skills\ai-elements\SKILL.md","F31A5CEB606FBDF1CA0E81527CB55978DD957981F7E70DB3CA678AAA4862E564","F16438E1481D91CD0E6D392073819E3EC7811A68FB390F171A71EFA5EEDA3712","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\F31A5CEB606FBDF1CA0E81527CB55978DD957981F7E70DB3CA678AAA4862E564.txt"
"C:\Users\Junior\.codex\plugins\cache\openai-curated-remote\neon-postgres\2.0.0\skills\neon-postgres\SKILL.md","EB8081A09E25FF2062E8F8DE7CBA00C38123AEB259771605C988CA0245389886","792CF4A9AF8141BFF6075FDD98A8EB6462055129A4B3F57EA0B976A131CA4AA9","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\EB8081A09E25FF2062E8F8DE7CBA00C38123AEB259771605C988CA0245389886.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\neon\1.1.2\skills\neon-postgres\SKILL.md","1FCAC02FD2EC6BD79DCB22D0CF64668F32A7FCBF470870497F3D06D1ABBFCCB6","0FF2B514857A5F1F90155E5E1E0D0D2CB736B95AD9CFF9A78EA3064889DBD75B","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1FCAC02FD2EC6BD79DCB22D0CF64668F32A7FCBF470870497F3D06D1ABBFCCB6.txt"
"C:\Users\Junior\.zcode\cli\plugins\cache\claude-plugins-official\resend\1.0.5\skills\react-email\SKILL.md","1E6FE4A5DF2C7BB54E91EE0D1947C7BFCF7996F84879C6CBD9C915E5691AE76B","9AB86A82778C497DADFBCB73AC7E9F5BD83D4F831BAB8200977295F04F2792D3","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\1E6FE4A5DF2C7BB54E91EE0D1947C7BFCF7996F84879C6CBD9C915E5691AE76B.txt"
"C:\Users\Junior\.codex\plugins\cache\sm0ol\pstack-codex\0.1.0\skills\principle-sequence-verifiable-units\SKILL.md","8D19F64EE637FF155BE0A153E1807CAE01DC3AEF3B3328E8CE7F320A5C00197E","C8ACBC1F01D5656BEE56CD651D9C298649156B8BC1A2E44DCAF80F0E835581CF","C:\Users\Junior\.codex\instruction-remediation\2026-09-06\8D19F64EE637FF155BE0A153E1807CAE01DC3AEF3B3328E8CE7F320A5C00197E.txt"
